1713729869.656405,ABS,Alcohol Beverage Services,ABS 85 Administration,M,175879.232158,0,0,M2
1713729869.656485,ABS,Alcohol Beverage Services,ABS 85 Administration,M,145676.473355,0,0,M3
1713729869.656512,ABS,Alcohol Beverage Services,ABS 85 Administration,F,137011.411080,0,0,M3
1713729869.656528,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,89335.528309,0,2490,21
1713729869.656543,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,78938.845779,456.68,6257.7,16
1713729869.656558,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,98257.587006,518.8,998.28,21
1713729869.656573,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,82389.861779,549.2,0,18
1713729869.656588,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,93995.976814,1187.06,2452.94,N20
1713729869.656603,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,149487.199043,0,9021.82,18
1713729869.656618,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,117496.542733,0,0,N25
1713729869.656634,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,82801.553931,11870.82,0,21
1713729869.656649,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,66034.377444,2092.7,0,13
1713729869.656664,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,59307.951132,1013.01,0,13
1713729869.656679,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,139435.114204,0,0,M3
1713729869.656693,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,128613.320192,0,0,N27
1713729869.656708,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,152587.820631,0,0,M3
1713729869.656723,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,73997.523319,3509.43,0,16
1713729869.656738,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,117392.972380,0,0,N25
1713729869.656752,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,M,117377.283458,0,0,N25
1713729869.656767,ABS,Alcohol Beverage Services,ABS 85 Administrative Services,F,110565.240920,0,0,N26
1713729869.656782,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,61245.136828,5294.68,995.18,10
1713729869.656797,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,61221.374449,92.35,4827.4,10
1713729869.656812,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,86168.833890,23917.44,3665.64,N18
1713729869.656827,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,61193.164222,9580.78,459.3,10
1713729869.656842,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,86230.143931,3165.46,3665.65,N18
1713729869.656857,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75108.207867,6857.37,0,15
1713729869.656872,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,81858.896544,24672.86,0,N18
1713729869.656887,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75628.337541,2065.26,3471.32,15
1713729869.656902,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75591.247357,4453.91,3572.85,15
1713729869.656917,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75631.946494,10989.68,3436.83,15
1713729869.656932,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75593.555390,6505.89,1228.89,15
1713729869.656947,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,58973.561398,7762.45,0,15
1713729869.656962,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75733.374973,11987.31,1228.88,15
1713729869.656977,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,61279.391854,7037.7,2091.16,10
1713729869.656992,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,72368.592481,8085.91,0,15
1713729869.657007,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,68989.338676,4539.49,0,15
1713729869.657022,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75637.591085,1662.14,0,15
1713729869.657037,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,59308.665907,1654.62,0,15
1713729869.657052,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,44849.687649,3194.01,0,10
1713729869.657066,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,56553.510606,689.42,0,10
1713729869.657082,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,65440.610030,2033.02,0,15
1713729869.657104,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,54030.139838,103.06,0,10
1713729869.657129,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,60479.761091,2079.74,0,15
1713729869.657144,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,56996.426730,7844.97,0,15
1713729869.657160,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,52353.921296,1949.38,0,10
1713729869.657199,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,50975.608081,855.92,0,10
1713729869.657214,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,52559.777067,5708.94,0,10
1713729869.657229,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,54078.781374,4107.44,0,10
1713729869.657244,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,51583.970522,9244.92,0,15
1713729869.657260,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,49353.816162,569.16,0,10
1713729869.657275,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,43631.549374,4195.08,0,10
1713729869.657290,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,60243.928386,5788.37,0,15
1713729869.657305,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,68989.475129,7059.41,0,15
1713729869.657320,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,56888.726300,0,0,15
1713729869.657336,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,46430.606904,2092.35,0,10
1713729869.657351,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,69106.571286,5227.31,0,15
1713729869.657366,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,75648.316483,11131.12,0,15
1713729869.657381,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,59874.469775,3328.4,0,15
1713729869.657397,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,46661.499786,0,0,10
1713729869.657412,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,59009.257766,2195.05,0,15
1713729869.657427,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,68314.742538,15420.99,0,15
1713729869.657442,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,44675.821889,1000.49,0,10
1713729869.657458,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,43598.161916,4196.09,0,10
1713729869.657473,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,57737.055103,7570.81,0,15
1713729869.657488,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,49947.018293,281.74,0,15
1713729869.657504,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,56005.747858,2535.85,0,15
1713729869.657519,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,42065.021354,3154,0,10
1713729869.657534,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,42061.927592,1182.87,0,10
1713729869.657549,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,63470.403436,11486.92,0,15
1713729869.657565,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,42335.479002,1472.07,0,10
1713729869.657580,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,42227.985305,2052.65,0,10
1713729869.657595,ABS,Alcohol Beverage Services,ABS 85 Beer Delivery Operations,M,52101.550359,1791.42,0,15
1713729869.657610,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,66561.607820,3148.64,582.55,12
1713729869.657625,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,69412.746005,2440.69,2547.59,13
1713729869.657640,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,86109.786036,1969.09,0,N18
1713729869.657654,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,55697.232310,127.73,0,13
1713729869.657669,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,F,76656.601203,3226.55,0,12
1713729869.657683,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,54598.050192,8382.14,0,12
1713729869.657698,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,59391.809585,3619.49,0,13
1713729869.657713,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,56687.512923,12204.96,0,13
1713729869.657728,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,46541.060353,2123.38,0,12
1713729869.657751,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,49800.043468,4502.32,0,12
1713729869.657771,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,93985.264277,25509.32,0,N20
1713729869.657786,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,46494.338612,11466.39,0,12
1713729869.657801,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,52600.994319,10848.36,0,12
1713729869.657816,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,52692.832162,5098.25,0,12
1713729869.657830,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,50075.501302,3892.88,0,12
1713729869.657845,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,51638.231555,2546.11,0,12
1713729869.657860,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,46496.038192,3519.93,0,12
1713729869.657875,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,49959.338104,3714.56,0,12
1713729869.657889,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,51150.710803,3262.58,0,12
1713729869.657904,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,46491.088592,632.65,0,12
1713729869.657918,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,46018.758031,6845.84,0,12
1713729869.657933,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,46717.579476,1539.66,0,12
1713729869.657948,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,45207.781783,1368.58,0,12
1713729869.657963,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,46879.232834,2590.35,0,12
1713729869.657977,ABS,Alcohol Beverage Services,ABS 85 Beer Loading,M,43714.423434,1330,0,12
1713729869.657993,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,66577.990690,5008.34,1907.4,12
1713729869.658009,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,69470.303459,940.73,5490.04,13
1713729869.658024,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,69479.081427,558.68,5490.04,13
1713729869.658039,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,69443.001794,6732.45,5490.01,13
1713729869.658055,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,66605.102123,7000.21,3137.75,12
1713729869.658069,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,58530.275787,350.88,0,12
1713729869.658085,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,F,56854.481498,6156.95,0,13
1713729869.658100,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,59408.108357,2171.54,0,13
1713729869.658115,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,58826.272453,5992.54,0,13
1713729869.658130,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,58877.759672,518.79,0,13
1713729869.658145,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,59031.978515,802.16,0,13
1713729869.658160,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,58968.867146,505.68,0,13
1713729869.658188,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,59629.544529,1688.45,0,13
1713729869.658203,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,69831.047450,5951.34,0,N17
1713729869.658219,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,52903.182614,5780.52,0,12
1713729869.658233,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,64729.478107,6895.97,0,N18
1713729869.658249,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,48572.616374,240.87,0,13
1713729869.658264,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",F,166140.03,0,0,M2
1713729869.658280,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",M,85714.4272,0,0,22
1713729869.658296,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",F,99335.0745,1540.34,0,22
1713729869.658313,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",F,94334.247,0,0,N25
1713729869.658329,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",M,65480.48,377.81,0,22
1713729869.658344,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",M,117424,0,0,N25
1713729869.658360,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",M,75500,0,0,18
1713729869.658375,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",M,77452.155,0,0,18
1713729869.658391,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",F,98349,0,0,22
1713729869.658418,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",F,64633,0,0,16
1713729869.658433,ABS,Alcohol Beverage Services,"ABS 85 Licensure, Regulation and Education",F,54583,0,0,18
1713729869.658449,ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,61240.099202,6686.59,987.51,10
1713729869.658465,ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,61237.497961,1211.31,0,10
1713729869.658480,ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,61173.412002,6048.36,0,10
1713729869.658496,ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,82167.537896,18658.36,0,N18
1713729869.658512,ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,75636.213092,285.84,3569.81,15
1713729869.658528,ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,75642.120493,7168.3,3572.82,15
1713729869.658543,ABS,Alcohol Beverage Services,ABS 85 Liquor and Wine Delivery Operations,M,75661.686852,1554.96,3572.57,15
1713729869.658558,ABS,Alcohol Beverage Services,ABS 85 Wholesale Operations,M,98161.832292,0,0,21
1713729869.658572,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,55201.870503,1472.55,0,12
1713729869.658587,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,49195.277337,2655.45,0,12
1713729869.658602,ABS,Alcohol Beverage Services,ABS 85 Beer Warehouse Operations,M,87885.445485,0,0,N20
1713729869.658617,ABS,Alcohol Beverage Services,ABS 85 Burtonsville,M,72484.250925,1182.12,5733.72,14
1713729869.658631,ABS,Alcohol Beverage Services,ABS 85 Burtonsville,M,70450.968471,0,0,N18
1713729869.658646,ABS,Alcohol Beverage Services,ABS 85 Burtonsville,F,47395.210399,1302.22,0,12
1713729869.658661,ABS,Alcohol Beverage Services,ABS 85 Burtonsville,F,58241.795457,536.86,0,14
1713729869.658675,ABS,Alcohol Beverage Services,ABS 85 Burtonsville,M,24015.094023,6.3,0,12
1713729869.658690,ABS,Alcohol Beverage Services,ABS 85 Burtonsville,M,94143.686340,230.05,0,N21
1713729869.658705,ABS,Alcohol Beverage Services,ABS 85 Burtonsville,M,22650.202013,932.95,0,12
